Accident_year,Country,Urban/Rural,Speed_limit,Weather_condition,Road_surface,All_Accidents
2018,Scotland,Urban,61-70 mph,Raining no high winds,Flood over 3cm. deep,1
2018,Scotland,Urban,61-70 mph,Snowing no high winds,Wet or damp,1
2018,Scotland,Urban,61-70 mph,Snowing no high winds,Snow,1
2018,Scotland,Urban,61-70 mph,Snowing no high winds,Frost or ice,1
2018,Scotland,Urban,Motorway,Fine no high winds,Dry,62
2018,Scotland,Urban,Motorway,Fine no high winds,Wet or damp,25
2018,Scotland,Urban,Motorway,Raining no high winds,Wet or damp,24
2018,Scotland,Urban,Motorway,Raining no high winds,Flood over 3cm. deep,2
2018,Scotland,Urban,Motorway,Snowing no high winds,Wet or damp,1
2018,Scotland,Urban,Motorway,Snowing no high winds,Snow,1
2018,Scotland,Urban,Motorway,Snowing no high winds,Frost or ice,1
2018,Scotland,Urban,Motorway,Fine + high winds,Wet or damp,1
2018,Scotland,Urban,Motorway,Raining + high winds,Wet or damp,2
2018,Scotland,Urban,Motorway,Snowing + high winds,Snow,1
2018,Scotland,Rural,1-20 mph,Fine no high winds,Dry,12
2018,Scotland,Rural,1-20 mph,Fine no high winds,Wet or damp,1
2018,Scotland,Rural,1-20 mph,Raining no high winds,Wet or damp,2
2018,Scotland,Rural,1-20 mph,Snowing no high winds,Snow,1
2018,Scotland,Rural,1-20 mph,Other,Dry,1
2018,Scotland,Rural,1-20 mph,Other,Frost or ice,2
2018,Scotland,Rural,21-30 mph,NaN,NaN,3
2018,Scotland,Rural,21-30 mph,NaN,Dry,4
2018,Scotland,Rural,21-30 mph,Fine no high winds,Dry,162
2018,Scotland,Rural,21-30 mph,Fine no high winds,Wet or damp,41
2018,Scotland,Rural,21-30 mph,Fine no high winds,Snow,1
2018,Scotland,Rural,21-30 mph,Fine no high winds,Frost or ice,6
2018,Scotland,Rural,21-30 mph,Raining no high winds,Wet or damp,41
2018,Scotland,Rural,21-30 mph,Snowing no high winds,Snow,8
2018,Scotland,Rural,21-30 mph,Snowing no high winds,Frost or ice,1
2018,Scotland,Rural,21-30 mph,Fine + high winds,Dry,2
2018,Scotland,Rural,21-30 mph,Raining + high winds,Wet or damp,1
2018,Scotland,Rural,21-30 mph,Fog or mist,Dry,1
2018,Scotland,Rural,21-30 mph,Other,Dry,1
2018,Scotland,Rural,21-30 mph,Other,Frost or ice,2
2018,Scotland,Rural,31-40 mph,NaN,NaN,1
2018,Scotland,Rural,31-40 mph,Fine no high winds,Dry,77
2018,Scotland,Rural,31-40 mph,Fine no high winds,Wet or damp,27
2018,Scotland,Rural,31-40 mph,Fine no high winds,Frost or ice,4
2018,Scotland,Rural,31-40 mph,Raining no high winds,Wet or damp,16
2018,Scotland,Rural,31-40 mph,Snowing no high winds,Snow,5
2018,Scotland,Rural,31-40 mph,Fine + high winds,Dry,3
2018,Scotland,Rural,31-40 mph,Fine + high winds,Wet or damp,1
2018,Scotland,Rural,31-40 mph,Raining + high winds,Wet or damp,2
2018,Scotland,Rural,31-40 mph,Snowing + high winds,Frost or ice,1
2018,Scotland,Rural,31-40 mph,Other,Dry,2
2018,Scotland,Rural,31-40 mph,Other,Frost or ice,2
2018,Scotland,Rural,41-50 mph,Fine no high winds,Dry,55
2018,Scotland,Rural,41-50 mph,Fine no high winds,Wet or damp,18
2018,Scotland,Rural,41-50 mph,Fine no high winds,Frost or ice,1
2018,Scotland,Rural,41-50 mph,Raining no high winds,Wet or damp,22
2018,Scotland,Rural,41-50 mph,Snowing no high winds,Snow,1
2018,Scotland,Rural,41-50 mph,Snowing no high winds,Frost or ice,1
2018,Scotland,Rural,41-50 mph,Fine + high winds,Dry,1
2018,Scotland,Rural,41-50 mph,Fine + high winds,Wet or damp,1
2018,Scotland,Rural,41-50 mph,Raining + high winds,Wet or damp,2
2018,Scotland,Rural,41-50 mph,Raining + high winds,Flood over 3cm. deep,1
2018,Scotland,Rural,41-50 mph,Other,Wet or damp,2
2018,Scotland,Rural,41-50 mph,Other,Frost or ice,3
2018,Scotland,Rural,51-60 mph,NaN,NaN,13
2018,Scotland,Rural,51-60 mph,NaN,Dry,5
2018,Scotland,Rural,51-60 mph,NaN,Wet or damp,6
2018,Scotland,Rural,51-60 mph,Fine no high winds,NaN,1
2018,Scotland,Rural,51-60 mph,Fine no high winds,Dry,859
2018,Scotland,Rural,51-60 mph,Fine no high winds,Wet or damp,248
2018,Scotland,Rural,51-60 mph,Fine no high winds,Snow,2
2018,Scotland,Rural,51-60 mph,Fine no high winds,Frost or ice,49
2018,Scotland,Rural,51-60 mph,Fine no high winds,Flood over 3cm. deep,1
2018,Scotland,Rural,51-60 mph,Raining no high winds,Dry,3
2018,Scotland,Rural,51-60 mph,Raining no high winds,Wet or damp,224
2018,Scotland,Rural,51-60 mph,Raining no high winds,Frost or ice,3
2018,Scotland,Rural,51-60 mph,Raining no high winds,Flood over 3cm. deep,3
2018,Scotland,Rural,51-60 mph,Snowing no high winds,Dry,1
2018,Scotland,Rural,51-60 mph,Snowing no high winds,Wet or damp,3
2018,Scotland,Rural,51-60 mph,Snowing no high winds,Snow,44
2018,Scotland,Rural,51-60 mph,Snowing no high winds,Frost or ice,6
2018,Scotland,Rural,51-60 mph,Fine + high winds,Dry,18
2018,Scotland,Rural,51-60 mph,Fine + high winds,Wet or damp,14
2018,Scotland,Rural,51-60 mph,Fine + high winds,Frost or ice,1
2018,Scotland,Rural,51-60 mph,Raining + high winds,Wet or damp,40
2018,Scotland,Rural,51-60 mph,Raining + high winds,Frost or ice,1
2018,Scotland,Rural,51-60 mph,Raining + high winds,Flood over 3cm. deep,2
2018,Scotland,Rural,51-60 mph,Snowing + high winds,Dry,1
2018,Scotland,Rural,51-60 mph,Snowing + high winds,Snow,14
2018,Scotland,Rural,51-60 mph,Fog or mist,Dry,5
2018,Scotland,Rural,51-60 mph,Fog or mist,Wet or damp,9
2018,Scotland,Rural,51-60 mph,Fog or mist,Frost or ice,1
2018,Scotland,Rural,51-60 mph,Other,Dry,6
2018,Scotland,Rural,51-60 mph,Other,Wet or damp,13
2018,Scotland,Rural,51-60 mph,Other,Frost or ice,17
2018,Scotland,Rural,51-60 mph,Other,Flood over 3cm. deep,1
2018,Scotland,Rural,61-70 mph,Fine no high winds,Dry,90
2018,Scotland,Rural,61-70 mph,Fine no high winds,Wet or damp,26
2018,Scotland,Rural,61-70 mph,Fine no high winds,Snow,2
2018,Scotland,Rural,61-70 mph,Fine no high winds,Frost or ice,2
2018,Scotland,Rural,61-70 mph,Raining no high winds,Wet or damp,20
2018,Scotland,Rural,61-70 mph,Snowing no high winds,Snow,3
2018,Scotland,Rural,61-70 mph,Snowing no high winds,Frost or ice,2
2018,Scotland,Rural,61-70 mph,Fine + high winds,Dry,3
2018,Scotland,Rural,61-70 mph,Fine + high winds,Wet or damp,1
2018,Scotland,Rural,61-70 mph,Fine + high winds,Flood over 3cm. deep,1
2018,Scotland,Rural,61-70 mph,Raining + high winds,Wet or damp,3
2018,Scotland,Rural,61-70 mph,Snowing + high winds,Snow,2
2018,Scotland,Rural,61-70 mph,Fog or mist,Dry,2
2018,Scotland,Rural,61-70 mph,Fog or mist,Snow,1
2018,Scotland,Rural,Motorway,NaN,Dry,1
2018,Scotland,Rural,Motorway,Fine no high winds,Dry,82
2018,Scotland,Rural,Motorway,Fine no high winds,Wet or damp,21
2018,Scotland,Rural,Motorway,Fine no high winds,Frost or ice,2
2018,Scotland,Rural,Motorway,Fine no high winds,Flood over 3cm. deep,1
2018,Scotland,Rural,Motorway,Raining no high winds,Wet or damp,34
2018,Scotland,Rural,Motorway,Raining no high winds,Flood over 3cm. deep,4
2018,Scotland,Rural,Motorway,Snowing no high winds,Snow,11
2018,Scotland,Rural,Motorway,Snowing no high winds,Frost or ice,1
2018,Scotland,Rural,Motorway,Fine + high winds,Dry,2
2018,Scotland,Rural,Motorway,Fine + high winds,Wet or damp,1
2018,Scotland,Rural,Motorway,Raining + high winds,Wet or damp,15
2018,Scotland,Rural,Motorway,Raining + high winds,Flood over 3cm. deep,1
2018,Scotland,Rural,Motorway,Snowing + high winds,Snow,2
2018,Scotland,Rural,Motorway,Snowing + high winds,Frost or ice,1
2018,Scotland,Rural,Motorway,Fog or mist,Wet or damp,2
2018,Scotland,Rural,Motorway,Other,Wet or damp,1
2018,Scotland,Rural,Motorway,Other,Snow,1
2018,Scotland,Rural,Motorway,Other,Frost or ice,1
2018,Scotland,Unallocated,1-20 mph,Fine no high winds,Dry,4
2018,Scotland,Unallocated,1-20 mph,Raining no high winds,Wet or damp,1
2018,Scotland,Unallocated,21-30 mph,NaN,NaN,1
2018,Scotland,Unallocated,21-30 mph,Fine no high winds,Dry,2
2018,Scotland,Unallocated,31-40 mph,Fine no high winds,Wet or damp,1
2018,Scotland,Unallocated,41-50 mph,Fine no high winds,Dry,1
2018,Scotland,Unallocated,51-60 mph,Fine no high winds,Dry,2
2018,Scotland,Unallocated,51-60 mph,Fine no high winds,Wet or damp,1
2018,Scotland,Unallocated,51-60 mph,Raining no high winds,Wet or damp,2
2018,Scotland,Unallocated,61-70 mph,Fine no high winds,Wet or damp,1
2019,England,Urban,1-20 mph,NaN,NaN,162
2019,England,Urban,1-20 mph,NaN,Dry,173
2019,England,Urban,1-20 mph,NaN,Wet or damp,43
2019,England,Urban,1-20 mph,NaN,Snow,1
2019,England,Urban,1-20 mph,NaN,Frost or ice,1
2019,England,Urban,1-20 mph,Fine no high winds,NaN,58
2019,England,Urban,1-20 mph,Fine no high winds,Dry,7475
2019,England,Urban,1-20 mph,Fine no high winds,Wet or damp,819
2019,England,Urban,1-20 mph,Fine no high winds,Snow,1
2019,England,Urban,1-20 mph,Fine no high winds,Frost or ice,32
2019,England,Urban,1-20 mph,Fine no high winds,Flood over 3cm. deep,1
2019,England,Urban,1-20 mph,Raining no high winds,NaN,14
2019,England,Urban,1-20 mph,Raining no high winds,Dry,43
2019,England,Urban,1-20 mph,Raining no high winds,Wet or damp,1222
2019,England,Urban,1-20 mph,Raining no high winds,Frost or ice,2
2019,England,Urban,1-20 mph,Snowing no high winds,Dry,1
2019,England,Urban,1-20 mph,Snowing no high winds,Wet or damp,8
2019,England,Urban,1-20 mph,Snowing no high winds,Snow,13
2019,England,Urban,1-20 mph,Snowing no high winds,Frost or ice,3
2019,England,Urban,1-20 mph,Fine + high winds,NaN,1
2019,England,Urban,1-20 mph,Fine + high winds,Dry,76
2019,England,Urban,1-20 mph,Fine + high winds,Wet or damp,28
2019,England,Urban,1-20 mph,Raining + high winds,NaN,3
2019,England,Urban,1-20 mph,Raining + high winds,Dry,1
2019,England,Urban,1-20 mph,Raining + high winds,Wet or damp,84
2019,England,Urban,1-20 mph,Raining + high winds,Frost or ice,1
2019,England,Urban,1-20 mph,Snowing + high winds,Wet or damp,3
2019,England,Urban,1-20 mph,Snowing + high winds,Snow,2
2019,England,Urban,1-20 mph,Fog or mist,Dry,2
2019,England,Urban,1-20 mph,Fog or mist,Wet or damp,7
2019,England,Urban,1-20 mph,Fog or mist,Frost or ice,2
2019,England,Urban,1-20 mph,Other,NaN,8
2019,England,Urban,1-20 mph,Other,Dry,315
2019,England,Urban,1-20 mph,Other,Wet or damp,141
2019,England,Urban,1-20 mph,Other,Frost or ice,6
2019,England,Urban,1-20 mph,Other,Flood over 3cm. deep,1
2019,England,Urban,21-30 mph,NaN,NaN,693
2019,England,Urban,21-30 mph,NaN,Dry,1114
2019,England,Urban,21-30 mph,NaN,Wet or damp,218
2019,England,Urban,21-30 mph,NaN,Snow,1
2019,England,Urban,21-30 mph,NaN,Frost or ice,5
2019,England,Urban,21-30 mph,NaN,Flood over 3cm. deep,3
2019,England,Urban,21-30 mph,Fine no high winds,NaN,167
2019,England,Urban,21-30 mph,Fine no high winds,Dry,37907
2019,England,Urban,21-30 mph,Fine no high winds,Wet or damp,5721
2019,England,Urban,21-30 mph,Fine no high winds,Snow,9
2019,England,Urban,21-30 mph,Fine no high winds,Frost or ice,218
2019,England,Urban,21-30 mph,Fine no high winds,Flood over 3cm. deep,4
2019,England,Urban,21-30 mph,Raining no high winds,NaN,37
2019,England,Urban,21-30 mph,Raining no high winds,Dry,178
2019,England,Urban,21-30 mph,Raining no high winds,Wet or damp,6721
2019,England,Urban,21-30 mph,Raining no high winds,Snow,7
2019,England,Urban,21-30 mph,Raining no high winds,Frost or ice,9
2019,England,Urban,21-30 mph,Raining no high winds,Flood over 3cm. deep,7
2019,England,Urban,21-30 mph,Snowing no high winds,NaN,2
2019,England,Urban,21-30 mph,Snowing no high winds,Dry,8
2019,England,Urban,21-30 mph,Snowing no high winds,Wet or damp,66
2019,England,Urban,21-30 mph,Snowing no high winds,Snow,49
2019,England,Urban,21-30 mph,Snowing no high winds,Frost or ice,16
2019,England,Urban,21-30 mph,Fine + high winds,NaN,2
2019,England,Urban,21-30 mph,Fine + high winds,Dry,331
2019,England,Urban,21-30 mph,Fine + high winds,Wet or damp,175
2019,England,Urban,21-30 mph,Fine + high winds,Frost or ice,6
2019,England,Urban,21-30 mph,Raining + high winds,NaN,2
2019,England,Urban,21-30 mph,Raining + high winds,Dry,6
2019,England,Urban,21-30 mph,Raining + high winds,Wet or damp,501
2019,England,Urban,21-30 mph,Raining + high winds,Snow,1
2019,England,Urban,21-30 mph,Raining + high winds,Flood over 3cm. deep,2
2019,England,Urban,21-30 mph,Snowing + high winds,NaN,1
2019,England,Urban,21-30 mph,Snowing + high winds,Dry,1
2019,England,Urban,21-30 mph,Snowing + high winds,Wet or damp,2
2019,England,Urban,21-30 mph,Snowing + high winds,Snow,3
2019,England,Urban,21-30 mph,Snowing + high winds,Frost or ice,2
2019,England,Urban,21-30 mph,Fog or mist,Dry,25
2019,England,Urban,21-30 mph,Fog or mist,Wet or damp,70
2019,England,Urban,21-30 mph,Fog or mist,Frost or ice,11
2019,England,Urban,21-30 mph,Other,NaN,32
2019,England,Urban,21-30 mph,Other,Dry,747
2019,England,Urban,21-30 mph,Other,Wet or damp,651
2019,England,Urban,21-30 mph,Other,Snow,7
2019,England,Urban,21-30 mph,Other,Frost or ice,97
2019,England,Urban,31-40 mph,NaN,NaN,13
2019,England,Urban,31-40 mph,NaN,Dry,62
2019,England,Urban,31-40 mph,NaN,Wet or damp,20
2019,England,Urban,31-40 mph,Fine no high winds,NaN,9
2019,England,Urban,31-40 mph,Fine no high winds,Dry,3344
2019,England,Urban,31-40 mph,Fine no high winds,Wet or damp,572
2019,England,Urban,31-40 mph,Fine no high winds,Snow,2
2019,England,Urban,31-40 mph,Fine no high winds,Frost or ice,16
2019,England,Urban,31-40 mph,Fine no high winds,Flood over 3cm. deep,2
2019,England,Urban,31-40 mph,Raining no high winds,NaN,1
2019,England,Urban,31-40 mph,Raining no high winds,Dry,12
2019,England,Urban,31-40 mph,Raining no high winds,Wet or damp,637
2019,England,Urban,31-40 mph,Raining no high winds,Snow,1
2019,England,Urban,31-40 mph,Raining no high winds,Frost or ice,1
2019,England,Urban,31-40 mph,Raining no high winds,Flood over 3cm. deep,1
2019,England,Urban,31-40 mph,Snowing no high winds,Dry,2
2019,England,Urban,31-40 mph,Snowing no high winds,Wet or damp,6
2019,England,Urban,31-40 mph,Snowing no high winds,Snow,2
2019,England,Urban,31-40 mph,Fine + high winds,NaN,1
2019,England,Urban,31-40 mph,Fine + high winds,Dry,31
2019,England,Urban,31-40 mph,Fine + high winds,Wet or damp,22
2019,England,Urban,31-40 mph,Raining + high winds,NaN,1
2019,England,Urban,31-40 mph,Raining + high winds,Dry,1
2019,England,Urban,31-40 mph,Raining + high winds,Wet or damp,53
2019,England,Urban,31-40 mph,Snowing + high winds,Dry,1
2019,England,Urban,31-40 mph,Snowing + high winds,Snow,1
2019,England,Urban,31-40 mph,Fog or mist,Dry,2
2019,England,Urban,31-40 mph,Fog or mist,Wet or damp,8
2019,England,Urban,31-40 mph,Fog or mist,Frost or ice,2
2019,England,Urban,31-40 mph,Other,NaN,1
2019,England,Urban,31-40 mph,Other,Dry,63
2019,England,Urban,31-40 mph,Other,Wet or damp,69
2019,England,Urban,31-40 mph,Other,Frost or ice,7
2019,England,Urban,31-40 mph,Other,Flood over 3cm. deep,1
2019,England,Urban,41-50 mph,NaN,NaN,10
2019,England,Urban,41-50 mph,NaN,Dry,13
2019,England,Urban,41-50 mph,NaN,Wet or damp,2
2019,England,Urban,41-50 mph,Fine no high winds,NaN,3
2019,England,Urban,41-50 mph,Fine no high winds,Dry,741
2019,England,Urban,41-50 mph,Fine no high winds,Wet or damp,118
2019,England,Urban,41-50 mph,Fine no high winds,Frost or ice,3
2019,England,Urban,41-50 mph,Raining no high winds,NaN,1
2019,England,Urban,41-50 mph,Raining no high winds,Dry,2
2019,England,Urban,41-50 mph,Raining no high winds,Wet or damp,132
2019,England,Urban,41-50 mph,Snowing no high winds,Dry,1
2019,England,Urban,41-50 mph,Fine + high winds,Dry,10
2019,England,Urban,41-50 mph,Fine + high winds,Wet or damp,2
2019,England,Urban,41-50 mph,Raining + high winds,Wet or damp,10
2019,England,Urban,41-50 mph,Raining + high winds,Flood over 3cm. deep,1
2019,England,Urban,41-50 mph,Fog or mist,Dry,2
2019,England,Urban,41-50 mph,Fog or mist,Wet or damp,2
2019,England,Urban,41-50 mph,Other,NaN,1
2019,England,Urban,41-50 mph,Other,Dry,8
2019,England,Urban,41-50 mph,Other,Wet or damp,15
2019,England,Urban,41-50 mph,Other,Frost or ice,2
2019,England,Urban,51-60 mph,NaN,NaN,1
2019,England,Urban,51-60 mph,NaN,Dry,6
2019,England,Urban,51-60 mph,NaN,Wet or damp,1
2019,England,Urban,51-60 mph,Fine no high winds,NaN,1
2019,England,Urban,51-60 mph,Fine no high winds,Dry,277
2019,England,Urban,51-60 mph,Fine no high winds,Wet or damp,60
2019,England,Urban,51-60 mph,Fine no high winds,Frost or ice,4
2019,England,Urban,51-60 mph,Raining no high winds,Dry,2
2019,England,Urban,51-60 mph,Raining no high winds,Wet or damp,54
2019,England,Urban,51-60 mph,Snowing no high winds,Snow,1
2019,England,Urban,51-60 mph,Fine + high winds,Dry,6
2019,England,Urban,51-60 mph,Fine + high winds,Wet or damp,1
2019,England,Urban,51-60 mph,Raining + high winds,Wet or damp,7
2019,England,Urban,51-60 mph,Fog or mist,Wet or damp,1
2019,England,Urban,51-60 mph,Other,Wet or damp,8
2019,England,Urban,61-70 mph,NaN,NaN,1
2019,England,Urban,61-70 mph,NaN,Dry,8
2019,England,Urban,61-70 mph,NaN,Wet or damp,3
2019,England,Urban,61-70 mph,Fine no high winds,Dry,241
2019,England,Urban,61-70 mph,Fine no high winds,Wet or damp,47
2019,England,Urban,61-70 mph,Fine no high winds,Frost or ice,2
2019,England,Urban,61-70 mph,Raining no high winds,Wet or damp,63
2019,England,Urban,61-70 mph,Raining no high winds,Flood over 3cm. deep,3
2019,England,Urban,61-70 mph,Snowing no high winds,Snow,1
2019,England,Urban,61-70 mph,Snowing no high winds,Frost or ice,1
2019,England,Urban,61-70 mph,Fine + high winds,Wet or damp,2
2019,England,Urban,61-70 mph,Raining + high winds,Wet or damp,3
2019,England,Urban,61-70 mph,Raining + high winds,Flood over 3cm. deep,2
2019,England,Urban,61-70 mph,Other,Wet or damp,2
2019,England,Urban,Motorway,NaN,NaN,2
2019,England,Urban,Motorway,NaN,Dry,11
2019,England,Urban,Motorway,NaN,Wet or damp,4
2019,England,Urban,Motorway,Fine no high winds,NaN,4
2019,England,Urban,Motorway,Fine no high winds,Dry,420
2019,England,Urban,Motorway,Fine no high winds,Wet or damp,64
2019,England,Urban,Motorway,Fine no high winds,Frost or ice,1
2019,England,Urban,Motorway,Fine no high winds,Flood over 3cm. deep,1
2019,England,Urban,Motorway,Raining no high winds,Dry,1
2019,England,Urban,Motorway,Raining no high winds,Wet or damp,91
2019,England,Urban,Motorway,Raining no high winds,Flood over 3cm. deep,2
2019,England,Urban,Motorway,Snowing no high winds,Snow,1
2019,England,Urban,Motorway,Fine + high winds,Dry,2
2019,England,Urban,Motorway,Fine + high winds,Wet or damp,2
2019,England,Urban,Motorway,Raining + high winds,Wet or damp,16
2019,England,Urban,Motorway,Snowing + high winds,Snow,1
2019,England,Urban,Motorway,Other,Dry,5
2019,England,Urban,Motorway,Other,Wet or damp,5
2019,England,Urban,Motorway,Other,Snow,1
2019,England,Urban,Motorway,Other,Frost or ice,2
2019,England,Rural,1-20 mph,NaN,NaN,3
2019,England,Rural,1-20 mph,NaN,Dry,13
2019,England,Rural,1-20 mph,NaN,Wet or damp,3
2019,England,Rural,1-20 mph,NaN,Flood over 3cm. deep,1
2019,England,Rural,1-20 mph,Fine no high winds,NaN,2
2019,England,Rural,1-20 mph,Fine no high winds,Dry,240
2019,England,Rural,1-20 mph,Fine no high winds,Wet or damp,31
2019,England,Rural,1-20 mph,Raining no high winds,NaN,1
2019,England,Rural,1-20 mph,Raining no high winds,Dry,2
2019,England,Rural,1-20 mph,Raining no high winds,Wet or damp,33
2019,England,Rural,1-20 mph,Snowing no high winds,Snow,3
2019,England,Rural,1-20 mph,Fine + high winds,Dry,5
2019,England,Rural,1-20 mph,Fine + high winds,Wet or damp,2
2019,England,Rural,1-20 mph,Raining + high winds,Wet or damp,6
2019,England,Rural,1-20 mph,Fog or mist,Wet or damp,1
2019,England,Rural,1-20 mph,Other,Dry,9
2019,England,Rural,1-20 mph,Other,Wet or damp,1
2019,England,Rural,1-20 mph,Other,Frost or ice,1
2019,England,Rural,21-30 mph,NaN,NaN,29
2019,England,Rural,21-30 mph,NaN,Dry,196
2019,England,Rural,21-30 mph,NaN,Wet or damp,34
2019,England,Rural,21-30 mph,NaN,Flood over 3cm. deep,1
2019,England,Rural,21-30 mph,Fine no high winds,NaN,13
2019,England,Rural,21-30 mph,Fine no high winds,Dry,5557
2019,England,Rural,21-30 mph,Fine no high winds,Wet or damp,994
2019,England,Rural,21-30 mph,Fine no high winds,Snow,5
2019,England,Rural,21-30 mph,Fine no high winds,Frost or ice,70
2019,England,Rural,21-30 mph,Fine no high winds,Flood over 3cm. deep,1
2019,England,Rural,21-30 mph,Raining no high winds,NaN,1
2019,England,Rural,21-30 mph,Raining no high winds,Dry,13
2019,England,Rural,21-30 mph,Raining no high winds,Wet or damp,971
2019,England,Rural,21-30 mph,Raining no high winds,Flood over 3cm. deep,5
2019,England,Rural,21-30 mph,Snowing no high winds,Dry,1
2019,England,Rural,21-30 mph,Snowing no high winds,Wet or damp,5
2019,England,Rural,21-30 mph,Snowing no high winds,Snow,9
2019,England,Rural,21-30 mph,Snowing no high winds,Frost or ice,9
2019,England,Rural,21-30 mph,Fine + high winds,Dry,58
2019,England,Rural,21-30 mph,Fine + high winds,Wet or damp,37
2019,England,Rural,21-30 mph,Raining + high winds,Dry,1
2019,England,Rural,21-30 mph,Raining + high winds,Wet or damp,82
2019,England,Rural,21-30 mph,Raining + high winds,Frost or ice,1
2019,England,Rural,21-30 mph,Raining + high winds,Flood over 3cm. deep,2
2019,England,Rural,21-30 mph,Snowing + high winds,Snow,2
2019,England,Rural,21-30 mph,Fog or mist,NaN,1
2019,England,Rural,21-30 mph,Fog or mist,Dry,7
2019,England,Rural,21-30 mph,Fog or mist,Wet or damp,25
2019,England,Rural,21-30 mph,Fog or mist,Frost or ice,2
2019,England,Rural,21-30 mph,Other,NaN,1
2019,England,Rural,21-30 mph,Other,Dry,47
2019,England,Rural,21-30 mph,Other,Wet or damp,79
2019,England,Rural,21-30 mph,Other,Snow,1
2019,England,Rural,21-30 mph,Other,Frost or ice,29
2019,England,Rural,31-40 mph,NaN,NaN,11
2019,England,Rural,31-40 mph,NaN,Dry,55
2019,England,Rural,31-40 mph,NaN,Wet or damp,16
2019,England,Rural,31-40 mph,Fine no high winds,NaN,3
2019,England,Rural,31-40 mph,Fine no high winds,Dry,2759
2019,England,Rural,31-40 mph,Fine no high winds,Wet or damp,662
2019,England,Rural,31-40 mph,Fine no high winds,Snow,3
2019,England,Rural,31-40 mph,Fine no high winds,Frost or ice,33
2019,England,Rural,31-40 mph,Fine no high winds,Flood over 3cm. deep,1
2019,England,Rural,31-40 mph,Raining no high winds,NaN,1
2019,England,Rural,31-40 mph,Raining no high winds,Dry,5
2019,England,Rural,31-40 mph,Raining no high winds,Wet or damp,552
2019,England,Rural,31-40 mph,Raining no high winds,Snow,1
2019,England,Rural,31-40 mph,Raining no high winds,Frost or ice,1
2019,England,Rural,31-40 mph,Raining no high winds,Flood over 3cm. deep,5
2019,England,Rural,31-40 mph,Snowing no high winds,Dry,1
2019,England,Rural,31-40 mph,Snowing no high winds,Wet or damp,2
2019,England,Rural,31-40 mph,Snowing no high winds,Snow,5
2019,England,Rural,31-40 mph,Snowing no high winds,Frost or ice,1
2019,England,Rural,31-40 mph,Fine + high winds,Dry,30
2019,England,Rural,31-40 mph,Fine + high winds,Wet or damp,16
2019,England,Rural,31-40 mph,Raining + high winds,Dry,1
2019,England,Rural,31-40 mph,Raining + high winds,Wet or damp,55
2019,England,Rural,31-40 mph,Raining + high winds,Flood over 3cm. deep,2
2019,England,Rural,31-40 mph,Snowing + high winds,Snow,1
2019,England,Rural,31-40 mph,Fog or mist,Dry,3
2019,England,Rural,31-40 mph,Fog or mist,Wet or damp,14
2019,England,Rural,31-40 mph,Other,Dry,21
2019,England,Rural,31-40 mph,Other,Wet or damp,42
2019,England,Rural,31-40 mph,Other,Frost or ice,3
2019,England,Rural,41-50 mph,NaN,NaN,3
2019,England,Rural,41-50 mph,NaN,Dry,34
2019,England,Rural,41-50 mph,NaN,Wet or damp,7
2019,England,Rural,41-50 mph,Fine no high winds,NaN,1
2019,England,Rural,41-50 mph,Fine no high winds,Dry,1902
2019,England,Rural,41-50 mph,Fine no high winds,Wet or damp,443
2019,England,Rural,41-50 mph,Fine no high winds,Snow,1
2019,England,Rural,41-50 mph,Fine no high winds,Frost or ice,26
2019,England,Rural,41-50 mph,Raining no high winds,Dry,6
2019,England,Rural,41-50 mph,Raining no high winds,Wet or damp,393
2019,England,Rural,41-50 mph,Raining no high winds,Frost or ice,1
2019,England,Rural,41-50 mph,Raining no high winds,Flood over 3cm. deep,8
2019,England,Rural,41-50 mph,Snowing no high winds,Wet or damp,4
2019,England,Rural,41-50 mph,Snowing no high winds,Snow,3
2019,England,Rural,41-50 mph,Snowing no high winds,Frost or ice,2
2019,England,Rural,41-50 mph,Fine + high winds,Dry,21
2019,England,Rural,41-50 mph,Fine + high winds,Wet or damp,15
2019,England,Rural,41-50 mph,Fine + high winds,Flood over 3cm. deep,1
2019,England,Rural,41-50 mph,Raining + high winds,Dry,1
2019,England,Rural,41-50 mph,Raining + high winds,Wet or damp,33
2019,England,Rural,41-50 mph,Raining + high winds,Flood over 3cm. deep,3
2019,England,Rural,41-50 mph,Snowing + high winds,Wet or damp,1
2019,England,Rural,41-50 mph,Snowing + high winds,Snow,1
2019,England,Rural,41-50 mph,Snowing + high winds,Frost or ice,1
2019,England,Rural,41-50 mph,Fog or mist,Dry,5
2019,England,Rural,41-50 mph,Fog or mist,Wet or damp,12
2019,England,Rural,41-50 mph,Fog or mist,Frost or ice,2
2019,England,Rural,41-50 mph,Other,NaN,1
2019,England,Rural,41-50 mph,Other,Dry,13
2019,England,Rural,41-50 mph,Other,Wet or damp,39
2019,England,Rural,41-50 mph,Other,Frost or ice,8
2019,England,Rural,41-50 mph,Other,Flood over 3cm. deep,1
2019,England,Rural,51-60 mph,NaN,NaN,7
2019,England,Rural,51-60 mph,NaN,Dry,159
2019,England,Rural,51-60 mph,NaN,Wet or damp,44
2019,England,Rural,51-60 mph,NaN,Frost or ice,10
2019,England,Rural,51-60 mph,Fine no high winds,NaN,8
2019,England,Rural,51-60 mph,Fine no high winds,Dry,6876
2019,England,Rural,51-60 mph,Fine no high winds,Wet or damp,1882
